ID,Agree_IN,ASQ1,ASQ1A,ASQ1B,ASQ1C,ASQ2A,ASQ2AC,SQ1,SQ2,SQ3,SQ4,SQ5,SQ5A,SQ5AA,AQ1,ATQ1_7,AQ1A,AQ1B,Q1,Q1A,RQ1A,Q1B_1,Q1B_2,Q1B_3,Q1B_4,Q1B_5,Q1B_6,Q1B_7,Q1B_8,TQ1B_8,Q2,RQ2,Q3,RQ3,Q4,Q5,Q5A,Q6,Q6A,Q7,RQ7,Q7A_1_1,Q7A_1_2,Q7A_1_3,Q7A_1_4,TQ7A_1_4,Q7A_1_5,Q7A_2_1,Q7A_2_2,Q7A_2_3,Q7A_2_4,TQ7A_2_4,Q7A_2_5,Q7A_3_1,Q7A_3_2,Q7A_3_3,Q7A_3_4,TQ7A_3_4,Q7A_3_5,Q7A_4_1,Q7A_4_2,Q7A_4_3,Q7A_4_4,TQ7A_4_4,Q7A_4_5,Q7A_5_1,Q7A_5_2,Q7A_5_3,Q7A_5_4,TQ7A_5_4,Q7A_5_5,Q7A_6_1,Q7A_6_2,Q7A_6_3,Q7A_6_4,TQ7A_6_4,Q7A_6_5,Q7A_7_1,Q7A_7_2,Q7A_7_3,Q7A_7_4,TQ7A_7_4,Q7A_7_5,Q7A_8_1,Q7A_8_2,Q7A_8_3,Q7A_8_4,TQ7A_8_4,Q7A_8_5,Q7A_9_1,Q7A_9_2,Q7A_9_3,Q7A_9_4,TQ7A_9_4,Q7A_9_5,Q7A_10_1,Q7A_10_2,Q7A_10_3,Q7A_10_4,TQ7A_10_4,Q7A_10_5,Q7A_11_1,Q7A_11_2,Q7A_11_3,Q7A_11_4,TQ7A_11_4,Q7A_11_5,Q7A_12_1,Q7A_12_2,Q7A_12_3,Q7A_12_4,TQ7A_12_4,Q7A_12_5,Q7A_13_1,Q7A_13_2,Q7A_13_3,Q7A_13_4,TQ7A_13_4,Q7A_13_5,Q7A_14_1,Q7A_14_2,Q7A_14_3,Q7A_14_4,TQ7A_14_4,Q7A_14_5,Q7A_15_1,Q7A_15_2,Q7A_15_3,Q7A_15_4,TQ7A_15_4,Q7A_15_5,Q7A_16_1,Q7A_16_2,Q7A_16_3,Q7A_16_4,TQ7A_16_4,Q7A_16_5,Q7A_17_1,Q7A_17_2,Q7A_17_3,Q7A_17_4,TQ7A_17_4,Q7A_17_5,Q7A_18_1,Q7A_18_2,Q7A_18_3,Q7A_18_4,TQ7A_18_4,Q7A_18_5,Q7A_19_1,Q7A_19_2,Q7A_19_3,Q7A_19_4,TQ7A_19_4,Q7A_19_5,Q7A_20_1,Q7A_20_2,Q7A_20_3,Q7A_20_4,TQ7A_20_4,Q7A_20_5,DQ1,DQ2,TDQ2_10,DQ3,DQ3A,DQ4,DQ4A_1,DQ4A_2,DQ4A_3,DQ4A_4,DQ4A_5,DQ4A_6,DQ7A_7,TDQ4A_7,DQ5,TDQ5_11,DQ6,TDQ6_11,D_SQ1,D_SQ2,D_SQ3,D_SQ4,D_SQ5AA,D_DQ1,D_DQ2,D_DQ3,D_DQ3A,D_DQ4,D_DQ5,D_DQ6,WT
100428,Y,,,,,2004,7,1,17,13,2,2021-12-17 오전 9:43:05,4,5,6,,4,1,1,12,6,,2,,,,,,,,1,1,1,1,2,,,1,2,15,5,5,1,1,3,,2,5,1,1,3,,2,5,1,1,3,,2,5,1,1,3,,2,5,1,2,3,,2,5,1,1,3,,2,5,1,1,3,,2,5,1,1,3,,2,5,1,1,3,,2,5,1,1,3,,2,5,1,1,3,,2,5,1,1,3,,2,5,1,1,3,,2,5,1,1,3,,2,5,1,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,4,,1,5,4,2,1,,,,,4,,2,0.5
100431,Y,1,36,1,1,2020,8,1,1,6,1,2021-12-17 오전 9:46:52,4,5,2,,1,1,1,1,2,,,3,,,,,,,1,1,0,0,,,,3,,4,3,10,1,4,1,,1,10,2,4,1,,1,7,1,4,1,,1,7,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,4,,1,1,3,1,1,,,,,3,,2,0.32
100432,Y,2,40,1,1,2017,3,2,4,6,1,2021-12-17 오전 9:50:05,4,5,3,,2,1,1,9,5,,2,,,,,,,,1,1,1,1,2,,,3,2,5,4,3,2,4,1,,1,8,2,4,1,,1,8,1,4,1,,1,6,2,5,3,,1,6,2,5,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,7,,2,2,3,1,1,,,,,4,,4,0.38
100436,Y,1,39,1,1,2018,3,2,3,3,1,2021-12-17 오전 10:09:09,4,5,1,,,,1,3,3,,,3,,,,7,,,1,1,1,1,3,,,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,10,,2,2,5,1,1,,,,,4,,4,0.46
100437,Y,,,,,2005,12,1,16,1,1,2021-12-17 오전 10:11:35,4,5,6,,3,1,1,4,3,,2,,,,,,,,1,1,0,0,4,,,3,4,2,2,9,1,3,1,,2,9,2,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,5,,1,5,1,1,1,,,,,4,,3,0.77
100439,Y,,,,,2004,3,1,17,17,3,2021-12-17 오전 10:24:33,4,5,6,,2,1,1,12,6,,2,,,,,,,,2,2,0,0,3,,,1,3,3,3,5,1,3,3,,1,5,1,3,3,,1,8,2,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,1,,1,5,7,3,1,,,,,3,,1,0.28
100440,Y,,,,,2003,5,1,18,16,2,2021-12-17 오전 10:27:08,4,5,6,,2,1,1,15,6,,2,,,,,,,,1,1,1,1,2,,,2,5,5,4,5,1,4,5,,1,5,1,4,3,,1,5,1,4,3,,1,9,1,3,3,,2,9,2,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,4,,1,5,6,2,1,,,,,3,,2,0.7
100446,Y,,,,,2005,3,2,16,6,1,2021-12-17 오전 10:45:09,4,5,6,,3,1,1,4,3,,2,,,,,,,,1,1,0,0,2,,,1,4,3,3,9,1,1,1,,2,9,2,1,1,,2,6,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,4,,2,5,3,1,1,,,,,2,,2,0.39
100447,Y,,,,,2003,6,2,18,11,2,2021-12-17 오전 10:55:26,4,5,6,,4,1,1,8,4,,2,,,,,,,,3,3,0,0,3,,,1,6,3,3,6,2,1,5,,2,6,1,1,5,,2,6,2,2,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,7,,2,5,3,2,1,,,,,4,,4,0.39
100454,Y,1,46,1,1,2007,12,2,14,9,2,2021-12-17 오전 11:13:39,4,5,5,,3,1,1,10,5,,2,,,,,,,,1,1,1,1,3,,,1,3,3,3,4,2,4,1,,1,4,2,4,1,,1,4,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,11,130000000,2,4,2,2,1,,,,,3,,4,0.87
100456,Y,,,,,2003,12,2,18,11,2,2021-12-17 오전 11:22:39,4,5,6,,2,1,1,4,3,,2,,,,,,,,1,1,0,0,4,,,2,4,7,4,9,1,5,1,,1,8,2,4,1,,1,6,2,5,1,,2,6,2,5,1,,2,9,1,3,10,치과,1,7,2,3,10,치과,1,7,2,2,10,치과,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,,6,,,,,8,,2,5,3,2,1,,,,,5,,4,0.39
100457,Y,1,40,1,1,2014,5,2,7,2,1,2021-12-17 오전 11:23:13,4,5,4,,2,1,1,10,5,,2,,,,,,,,1,1,1,1,3,,,3,3,3,3,3,1,1,3,,2,3,2,2,3,,2,3,2,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,10,,2,3,6,1,1,,,,,4,,4,0.76
100458,Y,1,47,1,1,2016,12,1,5,9,2,2021-12-17 오전 11:42:10,4,5,2,,2,2,1,3,3,,2,,,,,,,,4,3,0,0,1,,,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,8,,1,2,2,2,1,,,,,3,,4,0.81
100460,Y,2,36,1,1,2021,6,2,0,17,2,2021-12-17 오전 11:44:47,4,5,1,,,,2,,,,,,,,,,,,0,0,0,0,,,,3,,4,3,8,1,5,1,,1,2,1,5,1,,1,2,2,5,1,,1,7,2,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,,6,,,,,7,,2,1,7,2,1,,,,,5,,4,0.12
100469,Y,1,43,1,1,2010,3,1,11,9,2,2021-12-17 오후 12:17:36,4,5,4,,2,1,1,12,6,,2,,,,,,,,1,1,0,0,3,,,1,4,5,4,3,1,2,3,,2,3,1,2,3,,2,3,1,2,3,,2,3,1,3,3,,2,3,1,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,9,,1,3,2,2,1,,,,,4,,4,1.06
100474,Y,2,31,1,1,2017,3,2,4,1,1,2021-12-17 오후 12:41:42,4,5,1,,,,1,3,3,,,3,,5,,,,,2,2,1,1,3,,,1,5,1,1,2,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,3,,2,2,1,1,1,,,,,3,,2,0.61
100475,Y,2,40,1,1,2014,5,2,7,15,2,2021-12-17 오후 12:44:12,4,5,4,,3,1,1,10,5,,2,,,,,,,,1,1,1,1,3,,,2,2,3,3,3,2,4,1,,2,2,2,3,1,,2,7,2,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,8,,2,3,5,2,1,,,,,3,,4,0.54
100480,Y,1,47,1,1,2010,8,1,11,9,2,2021-12-17 오후 2:07:37,4,5,4,,3,2,1,8,4,,2,,,,,,,,2,2,1,1,2,,,1,1,5,4,3,1,1,3,,2,3,1,1,3,,2,3,1,1,3,,2,3,2,1,3,,2,8,2,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,6,,1,3,2,2,1,,,,,3,,3,1.06
100486,Y,2,44,1,1,2010,11,1,11,15,3,2021-12-17 오후 2:47:36,4,5,4,,3,1,1,5,3,,,,4,,,,,,1,1,1,1,2,,,1,4,5,4,3,1,2,3,,2,3,1,2,3,,2,3,1,2,3,,2,3,1,2,3,,2,3,1,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,11,200000000,1,3,5,3,1,,,,,4,,4,0.49
100487,Y,1,37,1,1,2020,6,1,1,4,1,2021-12-17 오후 2:57:06,4,5,2,,1,1,1,5,3,,,3,4,,,,,,1,1,0,0,,,,4,,5,4,1,1,1,3,,1,1,2,1,3,,1,7,2,4,3,,1,10,2,4,1,,1,10,1,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,5,,1,1,2,1,1,,,,,3,,3,0.79
100490,Y,1,41,1,1,2018,11,2,3,16,2,2021-12-17 오후 3:52:15,4,5,2,,1,1,1,7,4,,2,,,,,,,,1,1,1,1,2,,,5,4,7,4,2,2,1,3,,2,2,2,1,3,,2,2,1,1,3,,2,2,1,1,3,,2,2,1,1,3,,2,8,2,3,3,,2,8,2,3,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,9,,2,2,6,2,1,,,,,3,,4,0.6
100494,Y,2,42,1,1,2015,4,1,6,6,1,2021-12-17 오후 4:15:12,4,5,3,,1,1,1,9,5,,2,,,,,,,,1,1,1,1,1,,,1,3,10,5,6,2,4,3,,2,2,1,3,3,,2,2,1,3,3,,2,2,2,3,3,,2,2,2,3,3,,2,6,2,4,3,,2,2,1,3,3,,2,3,1,4,1,,1,8,1,4,1,,1,8,2,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,8,,1,2,3,1,1,,,,,4,,4,0.48
100495,Y,2,43,1,1,2007,12,2,14,1,1,2021-12-17 오후 4:20:56,4,5,5,,3,1,1,10,5,,2,,,,,,,,2,2,2,2,1,,,1,1,3,3,4,2,2,3,,2,4,2,2,3,,2,4,2,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,,6,,,,,5,,2,4,1,1,1,,,,,5,,3,0.71
100497,Y,,,,,2005,5,1,16,4,1,2021-12-17 오후 4:34:07,4,5,6,,2,1,1,8,4,,2,,,,,,,,2,2,1,1,5,,,3,5,1,1,8,1,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,6,,1,5,2,1,1,,,,,4,,3,0.89
100498,Y,2,40,1,1,2017,11,1,4,15,3,2021-12-17 오후 4:49:07,4,5,2,,2,1,1,7,4,,,3,4,,6,7,,,2,2,0,0,3,,,3,4,2,2,2,1,4,1,,1,8,1,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,8,,1,2,5,3,1,,,,,3,,4,0.39
100499,Y,1,45,1,1,2014,6,2,7,9,2,2021-12-17 오후 5:05:49,4,5,4,,3,1,1,8,4,,2,,,,,,,,1,1,1,1,4,,,1,2,20,5,8,1,4,1,,1,8,2,4,1,,1,9,2,4,1,,1,8,2,4,3,,2,3,2,5,1,,1,3,2,2,3,,2,3,2,1,3,,2,3,2,1,3,,2,3,2,1,3,,2,3,2,1,3,,2,3,2,1,3,,2,3,2,1,3,,2,3,2,1,3,,2,3,2,1,3,,2,3,2,1,3,,2,3,2,1,3,,2,3,2,1,3,,2,3,1,1,3,,2,3,1,1,3,,2,3,1,1,3,,2,,,,,,4,,,3,,,6,,,,,10,,2,3,2,2,1,,,,,4,,4,1.01
100501,Y,1,47,1,1,2014,9,1,7,3,1,2021-12-17 오후 5:14:50,4,5,4,,2,1,1,8,4,,,,4,,6,7,,,1,1,1,1,2,,,1,1,2,2,3,1,1,3,,2,3,1,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,10,,1,3,5,1,1,,,,,4,,4,0.49
100503,Y,,,,,2005,10,1,16,9,2,2021-12-17 오후 5:48:30,4,5,6,,3,1,1,21,6,,2,,,,,,,,0,0,1,1,3,,,1,4,10,5,5,1,4,10,기숙사,2,5,1,4,10,기숙사,2,5,1,4,10,기숙사,2,5,1,4,10,기숙사,2,5,1,4,10,기숙사,2,5,1,4,10,기숙사,2,5,1,4,10,기숙사,2,5,1,4,10,기숙사,2,5,1,2,3,,2,5,1,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,,6,,,,,8,,1,5,2,2,1,,,,,5,,4,0.89
100504,Y,1,42,1,1,2020,10,1,1,10,3,2021-12-17 오후 5:45:56,4,5,2,,1,1,2,,,,,,,,,,,,2,2,0,0,,,,4,,10,5,3,1,3,1,,1,3,1,3,1,,1,8,1,5,1,,1,11,2,4,1,,1,8,1,4,1,,1,7,2,5,3,,1,9,2,5,3,,1,10,2,3,1,,2,10,2,3,1,,1,7,1,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,3,,5,6,,,,,9,,1,1,7,3,1,,,,,5,,4,0.24
100505,Y,1,36,1,1,2016,5,2,5,1,1,2021-12-17 오후 5:54:42,4,5,3,,1,1,1,8,4,,2,,,,,,,,2,2,1,1,3,,,2,3,1,1,8,2,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,7,,2,2,1,1,1,,,,,3,,4,0.61
100508,Y,1,47,1,1,2012,8,1,9,6,1,2021-12-17 오후 6:03:42,4,5,4,,3,1,1,10,5,,2,,,,,,,,1,1,1,1,3,,,2,4,20,5,3,1,2,3,,2,3,1,2,3,,2,3,1,2,3,,2,3,1,2,3,,2,3,1,2,3,,2,3,1,2,3,,2,3,1,2,3,,2,3,1,2,3,,2,3,1,2,3,,2,3,1,2,3,,2,3,2,2,3,,2,3,2,2,3,,2,3,2,2,3,,2,3,2,2,3,,2,3,2,2,3,,2,3,2,2,3,,2,3,2,2,3,,2,8,2,3,1,,2,8,1,4,1,,2,4,1,3,1,,2,,,,,,4,,,3,,,6,,,,,6,,1,3,3,1,1,,,,,4,,3,0.71
100511,Y,2,46,1,1,2009,11,2,12,16,2,2021-12-18 오전 8:44:35,5,5,4,,3,1,1,8,4,,2,,,,,,,,2,2,3,3,2,,,2,5,5,4,3,2,3,3,,2,3,2,3,3,,2,3,2,3,3,,2,3,1,3,3,,2,8,1,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,8,,2,3,6,2,1,,,,,4,,4,0.76
100515,Y,1,37,1,1,2011,7,1,10,15,3,2021-12-17 오후 8:58:56,4,5,4,,2,1,1,8,4,,2,,,,,,,,2,2,1,1,3,,,2,2,10,5,3,1,2,3,,2,3,1,1,3,,2,3,1,2,3,,1,3,1,1,3,,2,3,1,1,3,,1,3,2,1,3,,2,3,2,1,3,,1,3,1,2,3,,1,3,2,1,3,,1,3,2,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,,,,,,4,,1,3,5,3,1,,,,,4,,2,0.49
100517,Y,,,,,2004,6,1,17,9,2,2021-12-17 오후 9:26:56,4,5,6,,3,1,1,9,5,,2,,,,,,,,2,2,0,0,4,,,1,3,4,3,5,1,2,3,,1,4,1,1,1,,1,8,2,1,1,,1,8,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,6,,1,5,2,2,1,,,,,4,,3,0.89
100522,Y,2,47,1,1,2008,6,1,13,9,2,2021-12-17 오후 10:46:31,4,5,5,,3,1,1,7,4,,2,,,,,,,,2,2,0,0,2,,,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,,6,,,,,7,,1,4,2,2,1,,,,,5,,4,0.91
100524,Y,1,42,1,1,2017,9,2,4,1,1,2021-12-17 오후 11:42:54,4,5,3,,3,1,1,3,3,,,3,4,,,,,,3,3,1,1,2,,,2,1,10,5,2,1,2,3,,2,2,2,1,5,,2,8,1,3,1,,1,7,2,4,1,,1,2,1,2,3,,2,2,2,1,3,,2,2,2,2,3,,2,2,2,1,3,,2,11,1,3,1,,2,11,2,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,6,,2,2,1,1,1,,,,,4,,3,0.61
100525,Y,2,47,1,1,2009,3,1,12,1,1,2021-12-17 오후 11:43:28,4,5,4,,3,1,1,5,3,,2,,,,,,,,2,2,1,1,5,,,3,4,18,5,3,1,1,3,,2,3,1,2,3,,2,4,1,2,3,,2,3,1,2,3,,2,3,2,1,3,,2,3,2,2,3,,2,3,2,2,3,,2,3,2,2,3,,2,3,2,1,3,,2,3,1,3,3,,2,3,1,1,3,,2,4,2,3,1,,2,3,1,1,3,,2,7,1,2,3,,2,3,1,1,3,,2,8,1,3,1,,2,9,2,4,1,,2,4,1,1,9,,2,,,,,,,,,,,,,,,,,,4,,,3,,,,,,,,6,,1,3,1,1,1,,,,,4,,3,0.71
100526,Y,2,36,1,1,2012,12,2,9,5,1,2021-12-17 오후 11:45:23,4,5,4,,3,1,1,12,6,,2,,,,,,,,10,4,10,4,5,,,4,6,10,5,3,1,2,3,,2,2,2,1,3,,2,4,1,2,7,,2,3,1,3,6,,2,5,1,3,4,,2,1,2,1,5,,2,7,1,2,1,,2,7,2,2,1,,2,10,1,2,1,,2,10,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,3,,5,6,,,,,5,,2,3,4,1,1,,,,,5,,3,0.58
100527,Y,1,40,1,1,2014,10,1,7,9,2,2021-12-18 오전 12:17:20,5,5,4,,3,1,1,15,6,,2,,,,,,,,1,1,0,0,2,,,1,4,3,3,8,1,4,1,,1,7,2,5,1,,1,10,2,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,9,,1,3,2,2,1,,,,,3,,4,1.06
100533,Y,1,45,1,1,2010,1,2,11,6,1,2021-12-18 오전 9:04:06,5,5,4,,2,1,1,9,5,,2,,,,,,,,2,2,1,1,3,,,3,3,3,3,8,1,4,1,,1,8,2,4,1,,2,4,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,6,,2,3,3,1,1,,,,,4,,3,0.67
100534,Y,1,48,1,1,2007,12,1,14,9,2,2021-12-18 오전 9:29:46,5,5,5,,4,1,1,7,4,,2,,,,,,,,2,2,0,0,2,,,2,4,5,4,4,1,2,3,,2,8,2,3,3,,2,4,1,2,3,,2,6,1,3,1,,2,8,2,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,10,,1,4,2,2,1,,,,,4,,4,0.91
100535,Y,1,36,1,1,2016,4,1,5,1,1,2021-12-18 오전 10:36:32,5,5,3,,2,1,1,8,4,,2,,,,,,,,1,1,1,1,3,,,2,3,5,4,8,1,2,3,,2,8,1,1,3,,2,8,1,1,3,,2,7,2,4,1,,1,7,1,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,10,,1,2,1,1,1,,,,,3,,4,0.53
100536,Y,,,,,2003,2,2,18,1,1,2021-12-18 오전 9:50:03,5,5,6,,3,1,1,10,5,,2,,,,,,,,5,4,2,2,4,,,1,5,3,3,5,2,2,3,,2,8,2,3,1,,2,8,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,4,,2,5,1,1,1,,,,,4,,2,0.58
100537,Y,,,,,2004,11,2,17,11,3,2021-12-18 오전 9:59:43,5,5,6,,3,1,1,9,5,,2,,,,,,,,1,1,0,0,3,,,1,6,5,4,5,2,1,3,,1,6,2,4,1,,1,8,2,3,1,,1,8,1,3,1,,1,5,2,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,6,,2,5,3,3,1,,,,,4,,3,0.39
